shipment_id,dispatch_date,day_of_week,is_weekend,region,transport_mode,carrier,product_category,distance_km,shipment_weight_kg,transportation_cost_usd,promised_delivery_days,delivery_time_days,delay_days,is_delayed,fuel_surcharge_pct,damaged_in_transit,customer_satisfaction
SHP1184,2026-03-23,Monday,False,South,Rail,Carrier C,Consumer Goods,1426.9,254.8,78.91,4.5,3.39,-1.11,False,7.0,False,4.0
SHP1185,2026-05-28,Thursday,False,West,Road,Carrier C,Electronics,573.0,21.3,27.55,3.0,2.14,-0.86,False,9.6,False,5.0
SHP1186,2026-04-30,Thursday,False,West,Air,Carrier A,Machinery,1829.0,1083.9,749.34,1.5,1.57,0.07,True,8.4,False,4.5
SHP1187,2026-04-30,Thursday,False,East,Road,Carrier C,Textiles,355.5,134.1,30.38,3.0,1.49,-1.51,False,7.5,False,4.5
SHP1188,2026-02-16,Monday,False,East,Sea,Carrier A,Electronics,3638.1,469.4,217.28,10.0,9.4,-0.6,False,10.7,False,4.0
SHP1189,2026-04-17,Friday,False,South,Road,Carrier C,Consumer Goods,398.8,475.4,38.46,3.0,1.39,-1.61,False,4.8,False,4.0
SHP1190,2026-04-18,Saturday,True,North,Road,Carrier D,Electronics,463.9,173.9,35.51,3.0,2.31,-0.69,False,9.6,False,4.5
SHP1191,2026-01-09,Friday,False,Central,Road,Carrier D,Electronics,830.3,87.2,27.16,3.0,3.5,0.5,True,7.4,False,3.5
SHP1192,2026-03-20,Friday,False,Central,Road,Carrier B,Machinery,237.0,2261.1,71.71,3.0,1.45,-1.55,False,10.1,False,5.0
SHP1193,2026-06-04,Thursday,False,West,Road,Carrier B,Consumer Goods,416.3,615.1,57.53,3.0,1.88,-1.12,False,10.6,False,5.0
SHP1194,2026-01-15,Thursday,False,South,Road,Carrier A,Electronics,591.3,136.4,28.78,3.0,1.57,-1.43,False,3.9,False,4.5
SHP1195,2026-01-19,Monday,False,South,Sea,Carrier C,Machinery,3019.8,1593.0,286.03,10.0,8.98,-1.02,False,8.1,False,4.0
SHP1196,2026-03-31,Tuesday,False,West,Road,Carrier A,Textiles,766.1,339.9,40.21,3.0,2.94,-0.06,False,8.6,False,4.5
SHP1197,2026-06-29,Monday,False,Central,Road,Carrier B,Electronics,585.7,231.3,36.5,3.0,1.38,-1.62,False,3.8,False,4.5
SHP1198,2026-01-26,Monday,False,Central,Rail,Carrier A,Electronics,648.4,129.2,73.8,4.5,2.39,-2.11,False,9.0,False,4.5
SHP1199,2026-06-03,Wednesday,False,West,Air,Carrier A,Textiles,1942.8,304.5,320.86,1.5,0.86,-0.64,False,7.4,False,5.0
SHP1200,2026-06-03,Wednesday,False,West,Road,Carrier C,Perishables,309.1,455.3,35.82,3.0,2.52,-0.48,False,6.1,False,4.0
SHP1201,2026-06-23,Tuesday,False,North,Road,Carrier A,Consumer Goods,290.7,293.8,38.39,3.0,2.11,-0.89,False,7.2,False,4.0
SHP1202,2026-04-02,Thursday,False,North,Road,Carrier C,Consumer Goods,422.0,523.0,38.61,3.0,1.19,-1.81,False,6.9,False,4.5
SHP1203,2026-06-26,Friday,False,Central,Air,Carrier B,Consumer Goods,2684.6,217.6,318.08,1.5,0.81,-0.69,False,7.4,False,4.5
SHP1204,2026-03-23,Monday,False,West,Rail,Carrier A,Perishables,1160.9,1274.4,127.23,4.5,2.8,-1.7,False,8.9,False,4.0
SHP1205,2026-06-30,Tuesday,False,North,Road,Carrier B,Consumer Goods,445.5,497.9,44.07,3.0,1.96,-1.04,False,10.5,False,4.5
SHP1206,2026-05-11,Monday,False,North,Sea,Carrier A,Textiles,4437.4,148.6,226.95,10.0,11.7,1.7,True,8.3,False,3.0
SHP1207,2026-02-11,Wednesday,False,West,Sea,Carrier A,Perishables,3822.3,980.8,248.98,10.0,9.99,-0.01,False,10.7,False,4.5
SHP1208,2026-01-19,Monday,False,North,Rail,Carrier C,Electronics,490.5,173.8,65.43,4.5,2.4,-2.1,False,6.4,False,5.0
SHP1209,2026-01-17,Saturday,True,North,Sea,Carrier A,Electronics,3325.8,69.5,224.28,10.0,9.77,-0.23,False,8.8,False,5.0
SHP1210,2026-06-10,Wednesday,False,East,Road,Carrier D,Machinery,435.4,842.7,53.98,3.0,1.89,-1.11,False,12.7,False,4.5
SHP1211,2026-03-17,Tuesday,False,West,Road,Carrier A,Textiles,602.3,276.6,46.23,3.0,2.61,-0.39,False,5.3,False,4.0
SHP1212,2026-06-26,Friday,False,West,Road,Carrier A,Perishables,336.7,281.4,33.04,3.0,1.37,-1.63,False,5.2,False,4.0
SHP1213,2026-03-04,Wednesday,False,South,Road,Carrier C,Machinery,267.5,2529.3,84.94,3.0,1.33,-1.67,False,11.1,False,4.5
SHP1214,2026-05-11,Monday,False,West,Road,Carrier B,Perishables,440.9,686.7,47.95,3.0,0.76,-2.24,False,8.9,False,5.0
SHP1215,2026-04-17,Friday,False,South,Sea,Carrier A,Machinery,2725.5,1510.1,278.63,10.0,7.92,-2.08,False,7.3,False,3.5
SHP1216,2026-02-18,Wednesday,False,South,Road,Carrier B,Perishables,385.3,397.3,46.02,3.0,1.93,-1.07,False,6.2,False,4.0
SHP1217,2026-02-24,Tuesday,False,West,Road,Carrier A,Consumer Goods,433.8,679.1,50.47,3.0,1.9,-1.1,False,8.4,False,5.0
SHP1218,2026-06-03,Wednesday,False,West,Road,Carrier D,Consumer Goods,373.4,592.3,46.77,3.0,1.43,-1.57,False,8.8,False,5.0
SHP1219,2026-04-09,Thursday,False,Central,Sea,Carrier B,Textiles,4655.8,269.1,242.17,10.0,11.8,1.8,True,8.8,False,3.5
SHP1220,2026-02-21,Saturday,True,West,Road,Carrier C,Perishables,732.9,589.5,67.99,3.0,4.04,1.04,True,6.2,False,4.5
SHP1221,2026-04-10,Friday,False,East,Road,Carrier D,Perishables,622.6,1262.8,92.62,3.0,2.04,-0.96,False,7.8,False,4.0
SHP1222,2026-04-27,Monday,False,North,Road,Carrier B,Consumer Goods,95.8,329.0,28.89,3.0,0.5,-2.5,False,7.4,False,4.0
SHP1223,2026-04-28,Tuesday,False,South,Road,Carrier D,Perishables,321.6,885.6,49.66,3.0,1.91,-1.09,False,9.8,False,4.5
SHP1224,2026-01-07,Wednesday,False,South,Sea,Carrier B,Electronics,3285.6,162.1,205.06,10.0,9.59,-0.41,False,6.3,False,5.0
SHP1225,2026-02-15,Sunday,True,South,Sea,Carrier D,Electronics,1284.5,187.5,237.83,10.0,5.99,-4.01,False,8.7,False,5.0
SHP1226,2026-02-15,Sunday,True,Central,Road,Carrier A,Textiles,274.8,260.0,33.76,3.0,2.49,-0.51,False,13.8,False,4.0
SHP1227,2026-04-10,Friday,False,South,Sea,Carrier C,Textiles,3270.3,676.7,267.97,10.0,9.28,-0.72,False,6.2,False,4.5
SHP1228,2026-05-24,Sunday,True,Central,Rail,Carrier B,Consumer Goods,742.9,556.2,84.26,4.5,2.95,-1.55,False,7.0,False,4.5
SHP1229,2026-06-01,Monday,False,West,Sea,Carrier B,Perishables,3510.4,734.0,225.03,10.0,9.66,-0.34,False,8.3,False,4.5
SHP1230,2026-02-23,Monday,False,West,Road,Carrier C,Textiles,173.8,131.3,19.64,3.0,1.45,-1.55,False,2.6,True,5.0
SHP1231,2026-03-03,Tuesday,False,East,Road,Carrier C,Consumer Goods,357.9,291.1,29.32,3.0,2.02,-0.98,False,5.6,False,4.0
SHP1232,2026-05-09,Saturday,True,East,Road,Carrier A,Consumer Goods,480.4,571.5,46.53,3.0,3.08,0.08,True,9.1,False,4.5
SHP1233,2026-02-18,Wednesday,False,East,Rail,Carrier A,Textiles,903.6,265.9,72.32,4.5,3.19,-1.31,False,8.1,False,4.5
SHP1234,2026-01-25,Sunday,True,North,Road,Carrier C,Textiles,539.4,136.2,31.49,3.0,3.09,0.09,True,10.6,False,4.5
SHP1235,2026-01-10,Saturday,True,West,Road,Carrier C,Perishables,527.7,960.4,64.22,3.0,3.22,0.22,True,8.0,True,4.0
SHP1236,2026-04-28,Tuesday,False,South,Road,Carrier D,Consumer Goods,368.6,222.8,32.05,3.0,1.52,-1.48,False,7.8,False,5.0
SHP1237,2026-05-24,Sunday,True,North,Air,Carrier C,Electronics,1884.1,410.7,362.66,1.5,0.98,-0.52,False,7.1,False,5.0
SHP1238,2026-06-06,Saturday,True,West,Road,Carrier D,Consumer Goods,290.0,615.2,45.98,3.0,1.89,-1.11,False,7.8,False,4.0
SHP1239,2026-04-02,Thursday,False,North,Rail,Carrier C,Machinery,805.4,1237.5,108.53,4.5,2.76,-1.74,False,6.1,False,4.5
SHP1240,2026-05-14,Thursday,False,Central,Sea,Carrier A,Textiles,2233.3,247.6,220.25,10.0,7.43,-2.57,False,8.2,False,5.0
SHP1241,2026-05-24,Sunday,True,Central,Road,Carrier A,Electronics,663.1,102.1,26.71,3.0,3.45,0.45,True,6.6,False,5.0
SHP1242,2026-05-28,Thursday,False,Central,Rail,Carrier C,Textiles,804.3,66.7,62.64,4.5,2.48,-2.02,False,6.1,False,4.5
SHP1243,2026-03-21,Saturday,True,South,Road,Carrier C,Textiles,662.8,167.4,37.42,3.0,2.68,-0.32,False,7.2,False,4.0
SHP1244,2026-03-12,Thursday,False,North,Sea,Carrier A,Electronics,3873.8,206.3,194.87,10.0,10.52,0.52,True,9.4,False,4.0
SHP1245,2026-03-19,Thursday,False,Central,Road,Carrier B,Machinery,272.9,529.8,31.51,3.0,1.85,-1.15,False,8.8,False,5.0
SHP1246,2026-02-12,Thursday,False,East,Rail,Carrier D,Consumer Goods,987.9,356.2,75.18,4.5,2.41,-2.09,False,9.8,False,4.0
SHP1247,2026-06-03,Wednesday,False,Central,Sea,Carrier B,Textiles,4471.7,690.9,284.08,10.0,12.01,2.01,True,6.7,False,3.0
SHP1248,2026-03-31,Tuesday,False,Central,Sea,Carrier B,Machinery,3406.9,819.1,202.98,10.0,8.91,-1.09,False,8.5,False,4.5
SHP1249,2026-03-19,Thursday,False,Central,Rail,Carrier B,Electronics,925.9,50.3,57.96,4.5,3.21,-1.29,False,11.9,False,4.5
SHP1250,2026-06-10,Wednesday,False,South,Road,Carrier A,Textiles,339.7,128.8,29.24,3.0,1.99,-1.01,False,11.3,False,4.0
SHP1251,2026-01-26,Monday,False,South,Rail,Carrier B,Electronics,908.4,403.6,83.38,4.5,2.31,-2.19,False,6.0,False,4.0
SHP1252,2026-05-01,Friday,False,Central,Sea,Carrier B,Machinery,3785.5,1344.7,294.27,10.0,9.95,-0.05,False,6.5,False,4.5
SHP1253,2026-02-14,Saturday,True,South,Rail,Carrier A,Consumer Goods,697.4,255.6,84.81,4.5,3.63,-0.87,False,11.9,False,5.0
SHP1254,2026-03-04,Wednesday,False,North,Road,Carrier C,Machinery,234.1,1567.9,49.7,3.0,1.63,-1.37,False,9.4,True,4.5
SHP1255,2026-06-29,Monday,False,East,Sea,Carrier B,Electronics,5045.6,84.3,174.86,10.0,11.86,1.86,True,8.1,False,3.5
SHP1256,2026-03-09,Monday,False,Central,Rail,Carrier D,Perishables,1111.4,109.0,70.78,4.5,3.5,-1.0,False,7.9,False,5.0
SHP1257,2026-06-03,Wednesday,False,West,Rail,Carrier D,Textiles,708.3,581.0,63.76,4.5,2.19,-2.31,False,9.0,False,5.0
SHP1258,2026-01-02,Friday,False,East,Road,Carrier A,Textiles,493.9,246.8,37.3,3.0,2.6,-0.4,False,9.0,False,5.0
SHP1259,2026-05-22,Friday,False,North,Rail,Carrier C,Consumer Goods,382.5,1177.0,78.37,4.5,1.26,-3.24,False,7.4,False,3.5
SHP1260,2026-04-18,Saturday,True,West,Road,Carrier B,Consumer Goods,54.6,670.6,28.36,3.0,1.87,-1.13,False,8.2,False,4.5
SHP1261,2026-01-30,Friday,False,Central,Rail,Carrier D,Machinery,1279.4,1033.0,115.39,4.5,2.86,-1.64,False,7.4,False,5.0
SHP1262,2026-02-18,Wednesday,False,North,Road,Carrier A,Textiles,495.9,290.8,34.06,3.0,2.05,-0.95,False,8.8,False,5.0
SHP1263,2026-05-20,Wednesday,False,East,Rail,Carrier C,Perishables,883.3,585.3,81.14,4.5,3.35,-1.15,False,7.0,False,4.5
SHP1264,2026-02-13,Friday,False,Central,Sea,Carrier C,Electronics,3779.2,198.7,215.32,10.0,9.81,-0.19,False,6.0,False,4.0
SHP1265,2026-06-10,Wednesday,False,West,Road,Carrier A,Perishables,1095.2,221.7,45.29,3.0,2.65,-0.35,False,11.5,False,4.0
SHP1266,2026-01-13,Tuesday,False,West,Sea,Carrier A,Textiles,4542.9,556.8,238.86,10.0,11.59,1.59,True,8.4,False,3.0
SHP1267,2026-03-19,Thursday,False,West,Road,Carrier C,Machinery,240.9,1624.8,61.45,3.0,1.51,-1.49,False,11.9,False,4.5
SHP1268,2026-05-06,Wednesday,False,South,Sea,Carrier C,Machinery,1483.5,1086.6,263.07,10.0,5.9,-4.1,False,4.6,False,4.0
SHP1269,2026-04-08,Wednesday,False,South,Air,Carrier B,Electronics,2538.2,330.9,380.49,1.5,0.85,-0.65,False,5.6,False,3.0
SHP1270,2026-01-26,Monday,False,West,Rail,Carrier C,Textiles,1199.6,425.1,88.39,4.5,3.07,-1.43,False,9.4,False,4.0
SHP1271,2026-05-29,Friday,False,West,Air,Carrier B,Electronics,2202.5,57.7,148.25,1.5,0.78,-0.72,False,8.4,False,4.0
SHP1272,2026-06-05,Friday,False,Central,Sea,Carrier C,Electronics,2524.5,263.2,190.53,10.0,7.79,-2.21,False,6.2,False,4.0
SHP1273,2026-02-17,Tuesday,False,Central,Road,Carrier A,Consumer Goods,522.7,265.7,38.86,3.0,1.81,-1.19,False,10.8,False,4.0
SHP1274,2026-06-17,Wednesday,False,East,Road,Carrier D,Electronics,305.3,49.4,25.88,3.0,1.79,-1.21,False,6.8,False,5.0
SHP1275,2026-03-07,Saturday,True,East,Rail,Carrier A,Textiles,1132.0,147.2,79.49,4.5,3.58,-0.92,False,10.9,False,4.5
SHP1276,2026-03-28,Saturday,True,West,Sea,Carrier B,Electronics,4679.2,373.4,280.64,10.0,12.91,2.91,True,8.4,False,2.5
SHP1277,2026-03-20,Friday,False,West,Air,Carrier A,Consumer Goods,1419.6,648.2,442.28,1.5,1.1,-0.4,False,6.4,False,4.5
SHP1278,2026-01-23,Friday,False,West,Air,Carrier A,Textiles,2592.3,312.6,404.12,1.5,1.21,-0.29,False,7.2,False,5.0
SHP1279,2026-03-22,Sunday,True,West,Road,Carrier B,Perishables,473.0,743.7,44.42,3.0,3.29,0.29,True,11.2,False,5.0
SHP1280,2026-02-17,Tuesday,False,Central,Sea,Carrier A,Textiles,4090.2,458.7,245.97,10.0,10.26,0.26,True,7.9,False,5.0
SHP1281,2026-05-04,Monday,False,South,Road,Carrier D,Consumer Goods,188.1,388.8,33.76,3.0,1.24,-1.76,False,10.4,False,4.5
SHP1282,2026-05-10,Sunday,True,South,Road,Carrier A,Consumer Goods,496.4,941.9,65.08,3.0,1.99,-1.01,False,11.3,False,4.0
SHP1283,2026-03-25,Wednesday,False,North,Road,Carrier B,Perishables,314.9,592.9,41.83,3.0,0.9,-2.1,False,8.3,False,4.0
SHP1284,2026-01-20,Tuesday,False,East,Road,Carrier B,Consumer Goods,544.9,129.3,28.73,3.0,1.11,-1.89,False,8.1,False,4.0
SHP1285,2026-02-15,Sunday,True,North,Road,Carrier A,Consumer Goods,743.4,1137.3,118.15,3.0,3.39,0.39,True,7.7,False,4.5
SHP1286,2026-05-11,Monday,False,East,Road,Carrier A,Consumer Goods,507.9,172.2,30.36,3.0,2.13,-0.87,False,9.2,False,4.5
SHP1287,2026-01-12,Monday,False,East,Rail,Carrier B,Machinery,584.7,2320.0,113.37,4.5,1.45,-3.05,False,11.5,False,4.0
SHP1288,2026-02-09,Monday,False,South,Road,Carrier B,Machinery,575.3,316.9,39.87,3.0,1.87,-1.13,False,6.0,False,3.5
SHP1289,2026-03-07,Saturday,True,East,Road,Carrier B,Textiles,530.4,319.0,51.26,3.0,3.31,0.31,True,8.9,False,4.5
SHP1290,2026-04-10,Friday,False,North,Road,Carrier B,Consumer Goods,861.7,294.8,51.71,3.0,2.3,-0.7,False,8.9,False,4.5
SHP1291,2026-03-19,Thursday,False,North,Road,Carrier C,Textiles,500.8,372.0,47.16,3.0,2.26,-0.74,False,4.9,False,4.5
SHP1292,2026-01-16,Friday,False,Central,Road,Carrier A,Machinery,332.9,3096.7,100.7,3.0,2.05,-0.95,False,6.7,False,4.5
SHP1293,2026-03-24,Tuesday,False,South,Road,Carrier B,Textiles,604.1,241.5,34.26,3.0,2.27,-0.73,False,7.1,False,5.0
SHP1294,2026-06-11,Thursday,False,North,Rail,Carrier D,Consumer Goods,855.3,176.1,73.93,4.5,2.65,-1.85,False,10.0,False,4.5
SHP1295,2026-02-13,Friday,False,East,Rail,Carrier B,Consumer Goods,928.1,500.0,69.49,4.5,3.57,-0.93,False,10.4,False,4.0
SHP1296,2026-05-14,Thursday,False,West,Rail,Carrier C,Electronics,575.0,138.1,60.16,4.5,2.39,-2.11,False,4.7,False,5.0
SHP1297,2026-04-10,Friday,False,North,Road,Carrier B,Consumer Goods,425.5,205.6,38.28,3.0,1.79,-1.21,False,9.8,False,4.5
SHP1298,2026-01-22,Thursday,False,West,Road,Carrier C,Textiles,456.2,405.4,38.44,3.0,2.36,-0.64,False,9.5,False,4.5
SHP1299,2026-01-18,Sunday,True,North,Sea,Carrier C,Consumer Goods,3346.0,54.6,187.9,10.0,10.23,0.23,True,9.7,False,4.0
SHP1300,2026-01-12,Monday,False,North,Road,Carrier B,Textiles,331.8,166.4,30.08,3.0,2.03,-0.97,False,8.8,False,4.0
SHP1301,2026-06-29,Monday,False,East,Road,Carrier D,Textiles,507.6,358.3,35.48,3.0,2.32,-0.68,False,10.4,False,4.0
SHP1302,2026-05-03,Sunday,True,East,Road,Carrier A,Consumer Goods,265.3,260.3,37.05,3.0,1.21,-1.79,False,10.8,False,4.0
SHP1303,2026-04-27,Monday,False,West,Road,Carrier A,Perishables,218.2,233.3,27.46,3.0,0.6,-2.4,False,5.2,False,3.0
SHP1304,2026-02-20,Friday,False,West,Road,Carrier C,Consumer Goods,591.9,679.7,55.85,3.0,1.8,-1.2,False,8.4,False,4.5
SHP1305,2026-03-12,Thursday,False,Central,Road,Carrier D,Textiles,573.6,322.3,41.74,3.0,1.87,-1.13,False,8.0,False,5.0
SHP1306,2026-02-17,Tuesday,False,East,Rail,Carrier A,Textiles,442.3,135.9,60.68,4.5,2.28,-2.22,False,7.4,False,4.0
SHP1307,2026-01-19,Monday,False,South,Road,Carrier A,Perishables,84.1,501.1,29.37,3.0,0.88,-2.12,False,7.6,False,5.0
SHP1308,2026-01-06,Tuesday,False,West,Rail,Carrier A,Machinery,546.9,2125.9,117.01,4.5,2.28,-2.22,False,8.9,False,5.0
SHP1309,2026-03-25,Wednesday,False,South,Air,Carrier A,Perishables,1710.2,135.2,190.62,1.5,0.8,-0.7,False,5.9,False,4.5
SHP1310,2026-06-04,Thursday,False,East,Sea,Carrier C,Electronics,4885.2,346.6,212.13,10.0,12.68,2.68,True,9.8,False,2.5
SHP1311,2026-02-22,Sunday,True,North,Air,Carrier B,Perishables,1693.1,686.1,562.1,1.5,1.39,-0.11,False,7.8,False,4.0
SHP1312,2026-04-17,Friday,False,North,Sea,Carrier B,Electronics,2576.8,155.9,196.49,10.0,7.39,-2.61,False,10.2,False,4.5
SHP1313,2026-04-11,Saturday,True,Central,Road,Carrier B,Consumer Goods,479.7,673.3,54.33,3.0,1.43,-1.57,False,7.3,False,4.5
SHP1314,2026-02-17,Tuesday,False,Central,Road,Carrier A,Consumer Goods,427.2,702.3,52.6,3.0,1.52,-1.48,False,7.2,False,4.5
SHP1315,2026-05-15,Friday,False,West,Road,Carrier A,Textiles,173.8,97.6,22.43,3.0,1.61,-1.39,False,6.6,False,5.0
SHP1316,2026-03-10,Tuesday,False,South,Rail,Carrier C,Consumer Goods,418.7,357.6,68.82,4.5,1.55,-2.95,False,7.3,False,5.0
SHP1317,2026-01-11,Sunday,True,North,Sea,Carrier D,Perishables,1882.2,451.8,238.04,10.0,6.11,-3.89,False,6.9,False,4.5
SHP1318,2026-05-23,Saturday,True,North,Road,Carrier D,Machinery,946.0,1431.5,172.86,3.0,4.19,1.19,True,9.4,False,4.0
SHP1319,2026-05-11,Monday,False,South,Sea,Carrier A,Consumer Goods,4532.0,1112.3,288.78,10.0,11.74,1.74,True,10.6,False,3.0
SHP1320,2026-05-02,Saturday,True,East,Road,Carrier D,Consumer Goods,331.3,432.5,45.27,3.0,2.3,-0.7,False,9.3,False,4.5
SHP1321,2026-03-10,Tuesday,False,West,Sea,Carrier C,Textiles,4829.9,1054.5,314.65,10.0,11.45,1.45,True,8.3,False,3.5
SHP1322,2026-01-23,Friday,False,West,Road,Carrier C,Consumer Goods,336.4,282.7,33.49,3.0,1.26,-1.74,False,9.5,False,4.5
SHP1323,2026-06-30,Tuesday,False,South,Road,Carrier B,Perishables,665.0,654.3,73.48,3.0,2.51,-0.49,False,8.4,False,4.5
SHP1324,2026-02-06,Friday,False,Central,Road,Carrier B,Consumer Goods,466.1,338.7,39.51,3.0,1.77,-1.23,False,8.6,False,4.0
SHP1325,2026-01-09,Friday,False,West,Road,Carrier B,Electronics,318.2,155.3,28.23,3.0,1.22,-1.78,False,7.9,False,4.0
SHP1326,2026-01-15,Thursday,False,East,Road,Carrier A,Machinery,586.0,1428.6,101.34,3.0,2.24,-0.76,False,10.2,False,4.0
SHP1327,2026-05-11,Monday,False,West,Road,Carrier A,Machinery,477.5,2270.1,117.27,3.0,2.15,-0.85,False,3.4,False,4.0
SHP1328,2026-04-03,Friday,False,South,Sea,Carrier A,Machinery,3977.9,796.6,271.25,10.0,10.34,0.34,True,4.2,False,4.0
SHP1329,2026-01-17,Saturday,True,South,Road,Carrier B,Electronics,493.1,151.5,37.88,3.0,2.67,-0.33,False,10.6,False,5.0
SHP1330,2026-06-03,Wednesday,False,South,Road,Carrier C,Consumer Goods,491.0,389.7,42.19,3.0,1.28,-1.72,False,8.1,False,4.5
SHP1331,2026-05-29,Friday,False,West,Rail,Carrier B,Electronics,1180.2,309.2,76.97,4.5,3.35,-1.15,False,10.3,False,4.0
SHP1332,2026-03-13,Friday,False,North,Air,Carrier A,Machinery,3608.7,2038.0,2631.32,1.5,1.66,0.16,True,7.3,False,3.5
SHP1333,2026-05-29,Friday,False,North,Road,Carrier D,Perishables,699.8,1208.9,110.75,3.0,2.72,-0.28,False,11.8,False,4.0
SHP1334,2026-05-01,Friday,False,North,Road,Carrier D,Perishables,493.9,796.8,58.23,3.0,1.52,-1.48,False,8.2,False,4.5
SHP1335,2026-01-11,Sunday,True,North,Road,Carrier C,Textiles,387.9,166.9,33.75,3.0,1.88,-1.12,False,9.4,False,5.0
SHP1336,2026-06-15,Monday,False,Central,Road,Carrier D,Textiles,409.9,338.5,39.89,3.0,1.61,-1.39,False,7.6,False,4.0
SHP1337,2026-03-13,Friday,False,West,Rail,Carrier B,Electronics,460.4,155.1,64.88,4.5,2.82,-1.68,False,6.7,False,4.5
SHP1338,2026-04-16,Thursday,False,East,Road,Carrier D,Electronics,582.9,148.0,27.88,3.0,2.4,-0.6,False,5.0,False,4.0
SHP1339,2026-05-05,Tuesday,False,North,Road,Carrier A,Textiles,247.0,333.8,34.97,3.0,1.28,-1.72,False,10.1,False,4.5
SHP1340,2026-02-04,Wednesday,False,East,Air,Carrier B,Consumer Goods,1539.3,256.0,256.39,1.5,1.04,-0.46,False,9.3,False,4.0
SHP1341,2026-04-29,Wednesday,False,East,Road,Carrier A,Consumer Goods,584.1,240.6,39.44,3.0,3.07,0.07,True,8.7,False,4.5
SHP1342,2026-01-14,Wednesday,False,North,Rail,Carrier A,Electronics,816.9,305.1,64.42,4.5,2.97,-1.53,False,6.2,False,4.0
SHP1343,2026-01-14,Wednesday,False,East,Road,Carrier A,Textiles,351.5,145.2,29.95,3.0,1.87,-1.13,False,11.3,False,4.5
SHP1344,2026-01-10,Saturday,True,South,Sea,Carrier C,Electronics,2063.0,146.7,237.55,10.0,6.85,-3.15,False,8.7,False,5.0
SHP1345,2026-05-20,Wednesday,False,West,Road,Carrier C,Electronics,691.1,438.8,48.61,3.0,1.85,-1.15,False,9.9,False,4.5
SHP1346,2026-02-07,Saturday,True,West,Sea,Carrier B,Machinery,2500.1,1998.6,307.85,10.0,9.29,-0.71,False,8.5,False,5.0
SHP1347,2026-04-18,Saturday,True,North,Rail,Carrier A,Machinery,694.9,523.9,88.17,4.5,3.66,-0.84,False,6.3,False,4.5
SHP1348,2026-04-29,Wednesday,False,South,Road,Carrier D,Electronics,91.7,324.3,26.2,3.0,1.08,-1.92,False,10.5,False,4.5
SHP1349,2026-02-03,Tuesday,False,West,Rail,Carrier C,Perishables,893.0,1014.6,99.09,4.5,2.95,-1.55,False,9.4,False,4.5
SHP1350,2026-06-18,Thursday,False,East,Sea,Carrier B,Electronics,3100.0,237.1,196.93,10.0,8.4,-1.6,False,8.1,False,4.0
SHP1351,2026-01-10,Saturday,True,Central,Rail,Carrier C,Consumer Goods,963.7,698.5,111.71,4.5,3.54,-0.96,False,9.4,False,3.5
SHP1352,2026-05-02,Saturday,True,West,Sea,Carrier A,Consumer Goods,2090.4,265.2,237.47,10.0,7.1,-2.9,False,10.1,False,4.5
SHP1353,2026-05-25,Monday,False,North,Sea,Carrier B,Electronics,4381.0,263.8,218.56,10.0,10.81,0.81,True,9.8,False,3.0
SHP1354,2026-05-25,Monday,False,North,Road,Carrier D,Perishables,82.2,1353.3,33.77,3.0,1.34,-1.66,False,5.1,False,5.0
SHP1355,2026-04-25,Saturday,True,West,Road,Carrier A,Consumer Goods,431.6,392.0,39.18,3.0,1.75,-1.25,False,5.5,False,4.5
SHP1356,2026-01-01,Thursday,False,North,Rail,Carrier B,Consumer Goods,940.4,356.6,74.43,4.5,2.66,-1.84,False,10.0,False,4.0
SHP1357,2026-01-12,Monday,False,East,Road,Carrier D,Textiles,461.6,244.8,37.04,3.0,2.21,-0.79,False,7.1,False,4.0
SHP1358,2026-04-13,Monday,False,Central,Sea,Carrier C,Electronics,3689.3,235.1,203.27,10.0,9.81,-0.19,False,6.4,False,4.5
SHP1359,2026-01-04,Sunday,True,East,Sea,Carrier A,Electronics,4446.4,256.0,242.62,10.0,11.5,1.5,True,9.2,False,3.0
SHP1360,2026-06-19,Friday,False,South,Road,Carrier A,Machinery,714.9,825.8,75.84,3.0,2.4,-0.6,False,6.3,False,4.5
SHP1361,2026-05-21,Thursday,False,West,Road,Carrier A,Textiles,418.9,68.1,30.61,3.0,1.34,-1.66,False,7.5,False,4.5
SHP1362,2026-04-08,Wednesday,False,East,Air,Carrier C,Electronics,1122.5,114.6,152.96,1.5,0.8,-0.7,False,10.2,False,4.0
SHP1363,2026-04-16,Thursday,False,East,Road,Carrier B,Machinery,562.1,902.0,75.02,3.0,2.09,-0.91,False,5.5,False,4.0
SHP1364,2026-03-26,Thursday,False,Central,Sea,Carrier A,Electronics,3163.7,256.5,240.34,10.0,7.85,-2.15,False,5.8,False,4.5
SHP1365,2026-05-01,Friday,False,South,Road,Carrier D,Consumer Goods,702.9,617.9,62.16,3.0,2.81,-0.19,False,5.3,False,5.0
SHP1366,2026-05-12,Tuesday,False,Central,Rail,Carrier B,Perishables,689.3,673.6,77.09,4.5,2.09,-2.41,False,6.8,False,4.5
SHP1367,2026-03-23,Monday,False,Central,Road,Carrier A,Electronics,278.4,171.2,31.45,3.0,2.34,-0.66,False,8.7,False,3.5
SHP1368,2026-01-19,Monday,False,North,Rail,Carrier B,Machinery,950.3,1579.5,109.37,4.5,3.18,-1.32,False,7.3,False,4.5
SHP1369,2026-05-10,Sunday,True,North,Road,Carrier C,Textiles,101.9,505.2,33.11,3.0,1.82,-1.18,False,11.5,False,4.5
